BAS_DD,VOL,DIFF_DAY,MMF,KOSPI200,LAG_VK200,PRIOR,TARGET_C_K,TARGET_P_K,PRICE_TARGET_C_K,PRICE_TARGET_P_K,ACC_TRDVOL_TARGET_C_K,ACC_TRDVOL_TARGET_P_K,SELL_AMT,PREMIUM,INTEREST,EXERCISE,REVENUE,RATE
20220616,0.03361029807940272,7,0.0171,322.25,24.27,22064,335,310,0.31,1.05,7682,6891,124.12723041117145,42203258.339798294,3293292.411022668,141194724.59270787,-95698173.84188691,-0.00956981738418869
20220623,0.03550754193472952,7,0.0182,305.45,25.64,22065,317.5,292.5,0.55,1.03,8022,4303,130.95432967752498,51726960.222622365,3508465.793787294,0,55235426.01640966,0.0055235426016409656
20220630,0.031103720431124224,7,0.018500000000000003,307.2,22.46,22071,317.5,297.5,0.62,1.15,4676,3795,130.20833333333334,57617187.50000001,3568387.467893836,0,61185574.96789385,0.006118557496789385
20220707,0.03416423789117696,7,0.0194,308.31,24.67,22072,320,297.5,0.41,0.75,248656,110384,129.73954785767572,37624468.87872595,3734546.3092430984,0,41359015.18796905,0.004135901518796905
20220714,0.032266994035850156,7,0.0197,305.35,23.3,22073,317.5,295,0.38,0.85,6042,9176,130.99721630915343,40281644.01506468,3793300.9279717184,71393482.88848884,-27318537.945452444,-0.0027318537945452445
20220721,0.02812629394283762,7,0.0204,319.68,20.31,22074,330,310,0.33,0.89,6857,7519,125.12512512512512,38163163.16316316,3927259.451232054,0,42090422.614395216,0.004209042261439522
20220728,0.026852232375756842,7,0.0216,321.62,19.39,22081,332.5,312.5,0.2,0.45,5000,3648,124.37037497668055,20210185.93371059,4150837.7537347316,0,24361023.68744532,0.002436102368744532
20220804,0.02555047381808735,7,0.0223,325.47,18.45,22082,335,315,0.19,0.4,116486,137174,122.899191937813,18127630.81082742,4284464.994985124,0,22412095.805812545,0.0022412095805812546
20220811,0.023791714915704105,7,0.023,329.92,17.18,22083,340,320,0.09,0.25,4390,5039,121.2415130940834,10305528.612997089,4415504.630429295,0,14721033.243426383,0.0014721033243426382
20220818,0.021479016201546602,7,0.023799999999999998,328.8,15.51,22084,337.5,320,0.13,0.4,8271,7812,121.65450121654501,16119221.411192214,4571740.992567409,0,20690962.40375962,0.002069096240375962
20220825,0.02420716977453479,7,0.024300000000000002,323.63,17.48,22091,332.5,315,0.2,0.35,8487,6301,123.59793591447023,16994716.188239656,4668193.975955122,0,21662910.164194778,0.0021662910164194776
20220901,0.023971745354530737,7,0.024700000000000003,315.02,17.31,22092,325,305,0.27,0.78,229721,174161,126.97606501174529,33331217.06558314,4752775.253234629,0,38083992.318817765,0.0038083992318817764
20220908,0.02748926315929723,7,0.0257,309.12,19.85,22093,320,300,0.17,0.65,7939,5910,129.39958592132504,26526915.113871634,4941841.621997221,0,31468756.735868856,0.0031468756735868854
20220915,0.025938231686329326,7,0.0257,310.63,18.73,22094,320,302.5,0.32,0.68,9053,6762,128.77056304928695,32192640.762321737,4944634.126227786,27363744.647974208,9773530.240575314,9.773530240575314e-4
20220922,0.02880487021226108,7,0.0265,301.65,20.8,22095,312.5,292.5,0.16,0.88,8642,5420,132.60401127134097,34477042.930548646,5099713.675242785,326537377.7556779,-286960621.1498864,-0.02869606211498864
20220929,0.03682314898769337,7,0.027000000000000003,282.65,26.59,22101,295,270,0.39,0.55,11140,8290,141.51777817088274,33256677.870157447,5195302.772924548,0,38451980.64308199,0.003845198064308199
20221006,0.03373493453705192,7,0.0278,291.26,24.36,22102,302.5,280,0.31,0.46,182573,157894,137.33434045182997,26436860.536977272,5345601.679617797,0,31782462.21659507,0.0031782462216595067
20221013,0.03419193488176568,7,0.029300000000000003,282.57,24.69,22103,292.5,272.5,1.08,1.62,6351,8256,141.55784407403476,95551544.74997348,5672870.196789644,0,101224414.94676311,0.010122441494676311
20221020,0.03214235757820095,7,0.029900000000000003,288.61,23.21,22104,300,277.5,0.26,0.69,10549,7101,138.59533626693462,32916392.363396972,5753121.646360711,0,38669514.00975768,0.003866951400975768
20221027,0.03243317597938243,7,0.0316,298.82,23.42,22111,310,287.5,0.28,0.49,6740,4529,133.85984873837094,25768020.88213641,6075890.099230491,0,31843910.9813669,0.0031843910981366897
20221103,0.029261870556974837,7,0.0329,301.66,21.13,22112,312.5,292.5,0.33,0.71,221276,155018,132.59961546111515,34475900.01988994,6331341.917190632,0,40807241.93708058,0.004080724193708057
20221110,0.027835475541656142,7,0.0333,311.13,20.1,22113,320,300,0.94,0.77,9492,11322,128.56362292289396,54960948.79953717,6421401.08812376,0,61382349.88766093,0.006138234988766093
20221117,0.027516960149885947,7,0.034100000000000005,316.75,19.87,22114,327.5,307.5,0.64,0.49,8838,5555,126.28255722178375,35674822.415153906,6563056.383864377,0,42237878.79901828,0.004223787879901828
20221124,0.02481650356748647,7,0.0357,317.3,17.92,22121,327.5,307.5,0.15,0.17,7445,11103,126.06366214938544,10085092.971950836,6853480.177352577,0,16938573.149303414,0.0016938573149303414
20221201,0.02462262463336548,7,0.0364,322.02,17.78,22122,330,312.5,0.55,0.33,297392,102019,124.21588721197442,27327495.186634377,6999898.755543985,132289919.88075247,-97962525.9385741,-0.009796252593857411
20221208,0.02555047381808735,7,0.0378,308.24,18.45,22123,317.5,300,0.74,0.73,8900,6391,129.76901116013497,47690111.6013496,7283887.132958129,0,54973998.73430773,0.005497399873430773
20221215,0.02391635137335331,7,0.0382,307.73,17.27,22124,317.5,300,0.23,0.45,5990,6934,129.98407695057355,22097293.081597507,7342215.934712381,0,29439509.016309887,0.002943950901630989
20221222,0.02440104870865578,7,0.039700000000000006,307.48,17.62,22125,315,297.5,0.08,0.56,5623,4874,130.08976193573565,20814361.909717705,7629546.058012907,208143619.0971763,-179699711.1294457,-0.01796997111294457
20221229,0.024276412251006577,7,0.0395,291.1,17.53,23011,300,282.5,0.34,0.27,5179,5839,137.40982480247337,20954998.282377195,7591216.594589253,0,28546214.876966447,0.0028546214876966447
20230105,0.025162715949845378,7,0.0405,297.87,18.17,23012,307.5,290,0.2,0.64,173437,172857,134.28676939604526,28200221.573169507,7789026.747441079,107429415.51683584,-71440167.19622526,-0.007144016719622525
20230112,0.0248995945392526,7,0.0408,310.7,17.98,23013,320,302.5,1.01,0.65,9106,6065,128.7415513356936,53427743.80431285,7866462.914056198,0,61294206.718369044,0.006129420671836905
20230119,0.02326547209451857,7,0.0392,313.81,16.8,23014,322.5,305,0.21,0.29,7088,6802,127.46566393677703,15933207.99209713,7529786.499378169,97829897.07147615,-74366902.58000085,-0.007436690258000085
20230126,0.02332086607569599,7,0.0391,325.57,16.84,23021,335,317.5,0.36,0.53,6715,4306,122.86144300764813,27336671.06920171,7519128.895538743,0,34855799.964740455,0.0034855799964740456
20230202,0.02429026074630093,7,0.039,323.93,17.54,23022,332.5,315,0.69,0.58,205784,196555,123.48346865063439,39206001.29657642,7508775.995490314,0,46714777.29206673,0.004671477729206673
20230209,0.024234866765123507,7,0.0384,324.9,17.5,23023,335,315,0.53,0.55,7724,8231,123.11480455524777,33240997.2299169,7388863.507001101,0,40629860.736918,0.0040629860736918
20230216,0.025176564445139733,7,0.0385,324.1,18.18,23024,332.5,315,0.63,0.61,7704,6910,123.4186979327368,38259796.35914841,7411811.000325453,0,45671607.35947387,0.004567160735947387
20230223,0.027087656795760903,7,0.0405,319.44,19.56,23031,330,310,0.32,0.46,7983,6249,125.2191334835963,24417731.02930128,7786088.840402211,0,32203819.86970349,0.0032203819869703492
20230302,0.025661261780442205,7,0.0382,316.26,18.53,23032,325,307.5,0.33,0.76,183262,112693,126.47821412761652,34465313.34977551,7351276.780245836,0,41816590.13002134,0.004181659013002134
20230309,0.023833260401587175,7,0.0383,314.04,17.21,23033,322.5,305,0.34,0.51,6269,6118,127.37230925996687,27066615.71774296,7365086.464860073,0,34431702.18260303,0.0034431702182603032
20230316,0.025965928676918038,7,0.038,308.39,18.75,23034,317.5,300,0.57,0.99,7039,6959,129.70589189013913,50585297.83715426,7324536.1348621445,0,57909833.97201641,0.005790983397201641
20230323,0.02532889789337765,7,0.038,315.75,18.29,23035,325,307.5,0.17,0.83,7644,5700,126.6825019794141,31670625.494853526,7310751.743511317,0,38981377.238364846,0.0038981377238364845
20230330,0.022365319900385403,7,0.037700000000000004,318.05,16.15,23041,327.5,310,0.16,0.3,6913,5452,125.76638893255777,14463134.727244142,7240594.0308342995,0,21703728.75807844,0.002170372875807844
20230406,0.021271288772131258,7,0.0373,317.82,15.36,23042,325,310,0.52,0.41,179254,118336,125.85740356176453,29261846.32811025,7174356.898839094,254546598.70366797,-218110395.4767186,-0.02181103954767186
20230413,0.02190831955567165,7,0.037200000000000004,333.09,15.82,23043,342.5,325,0.22,0.47,9024,9987,120.08766399471615,20715122.039088536,7149025.254188985,0,27864147.29327752,0.002786414729327752
20230420,0.020578864007413444,7,0.037200000000000004,332.66,14.86,23044,340,325,0.36,0.3,5542,7601,120.24289063909096,19840076.955450006,7148400.975449861,0,26988477.930899866,0.002698847793089987
20230427,0.020897379399183638,7,0.0366,325.09,15.09,23051,332.5,317.5,0.27,0.34,7953,4803,123.04284967239842,18764034.57504076,7032348.892214043,0,25796383.467254803,0.0025796383467254803
20230504,0.020897379399183638,7,0.0368,326.17,15.09,23052,335,317.5,0.13,0.41,132574,117880,122.63543550909034,16555783.793727197,7069218.547685655,0,23625002.34141285,0.002362500234141285
20230511,0.020454227549764236,7,0.0368,325.28,14.77,23053,332.5,317.5,0.23,0.35,12611,5137,122.97097884899165,17830791.93310379,7070118.3890464865,0,24900910.322150275,0.0024900910322150274
20230518,0.0187231656379697,7,0.037000000000000005,329.84,13.52,23054,337.5,322.5,0.15,0.29,9936,7990,121.2709192335678,13339801.115692455,7105356.1876409985,0,20445157.303333454,0.0020445157303333452
20230525,0.020592712502707798,7,0.0369,335.35,14.87,23061,342.5,327.5,0.39,0.31,9158,6507,119.27836588638735,20873714.030117784,7091484.0557095315,0,27965198.085827313,0.0027965198085827315
20230601,0.020495773035647303,7,0.0368,338.08,14.8,23062,347.5,330,0.13,0.25,113132,104744,118.31519167061052,11239943.208708,7065466.874987844,0,18305410.083695844,0.0018305410083695843
20230608,0.018986287048562474,7,0.0368,342.75,13.71,23063,350,335,0.28,0.29,12421,10367,116.70313639679067,16630196.936542671,7069271.065016036,0,23699468.001558706,0.0023699468001558708
20230615,0.01876471112385277,7,0.0368,343.19,13.55,23064,350,335,0.36,0.21,13681,9258,116.55351263148694,16608875.549986888,7069256.017374457,0,23678131.567361344,0.0023678131567361344
20230622,0.018501589713260002,7,0.0371,341.12,13.36,23065,347.5,332.5,0.18,0.23,9868,8214,117.26078799249531,12019230.76923077,7123620.258166491,0,19142851.02739726,0.001914285102739726
20230629,0.01814152883560674,7,0.037200000000000004,336.39,13.1,23071,342.5,330,0.44,0.27,9050,7779,118.90959897737746,21106453.818484496,7149304.439929683,0,28255758.25841418,0.0028255758258414177
20230706,0.017130588679118725,7,0.0373,336.2,12.37,23072,342.5,330,0.42,0.48,247050,169747,118.97679952409281,26769779.89292088,7172574.217890525,0,33942354.110811405,0.0033942354110811407
20230713,0.01905552952503425,7,0.0376,341.13,13.76,23073,350,332.5,0.19,0.13,14512,9902,117.25735057016387,9380588.04561311,7217723.207598919,0,16598311.25321203,0.001659831125321203
20230720,0.017878407425013967,7,0.0375,341.67,12.91,23074,350,335,0.18,0.37,7070,12017,117.07202856557497,16097403.92776656,7203357.722002846,0,23300761.649769407,0.0023300761649769405
20230727,0.020121863662699684,7,0.0373,344.76,14.53,23081,352.5,337.5,0.35,0.44,10117,6661,116.0227404571296,22914491.240283098,7169816.366199556,0,30084307.606482655,0.0030084307606482656
20230803,0.021271288772131258,7,0.037200000000000004,341.54,15.36,23082,350,332.5,0.44,0.59,246669,140908,117.11658956491186,30157521.812964804,7155761.695013964,0,37313283.50797877,0.0037313283507978768
20230810,0.01959562084151415,7,0.037000000000000005,340.46,14.15,23083,347.5,332.5,0.24,0.46,9584,5521,117.48810432943665,20560418.257651415,7110479.858434884,66674499.20695477,-39003601.09086847,-0.0039003601090868475
20230817,0.02098047037094978,7,0.037200000000000004,330.23,15.15,23084,337.5,322.5,0.46,0.49,9666,4459,121.12769887654059,28767828.48317839,7154770.253526081,0,35922598.73670447,0.0035922598736704467
20230824,0.020731197455651364,7,0.0373,333.82,14.97,23085,342.5,325,0.18,0.31,5526,4068,119.82505541908813,14678569.288838295,7163924.861483055,0,21842494.15032135,0.002184249415032135
20230831,0.018072286359134958,7,0.0374,334.75,13.05,23091,342.5,327.5,0.19,0.29,8718,3755,119.49215832710978,14339058.999253172,7182887.577112341,0,21521946.576365516,0.0021521946576365516
20230907,0.017255225136767936,7,0.0374,336.74,12.46,23092,345,330,0.13,0.48,161688,143214,118.78600700837441,18114866.068777096,7185595.813525495,0,25300461.88230259,0.002530046188230259
20230914,0.01750449805206635,7,0.0373,341.19,12.64,23093,347.5,335,0.26,0.47,12509,5398,117.23673026759283,21395703.273835693,7168729.912670681,57445997.83111989,-28881564.644613512,-0.002888156464461351
20230921,0.016706043529542202,6,0.0376,333.04,13.03,23094,340,325,0.26,0.41,5126,5447,120.10569300984866,20117703.57914965,6193256.312130016,0,26310959.891279664,0.0026310959891279666
20230927,0.021822075036625407,8,0.0381,326.71,14.74,23101,335,317.5,0.29,0.25,6630,6006,122.43273851427873,16528419.69942763,8364487.294039414,0,24892906.993467044,0.0024892906993467046
20231005,0.02505192798749052,7,0.0381,318.58,18.09,23102,327.5,310,0.23,0.5,170571,145154,125.55715989704314,22914181.681210373,7323592.362340764,42375541.46525277,-12137767.421701636,-0.0012137767421701636
20231012,0.023182381122752425,7,0.0386,328.85,16.74,23103,337.5,320,0.35,0.47,4967,7529,121.63600425726014,24935380.872738328,7421198.739484421,0,32356579.61222275,0.003235657961222275
20231019,0.022157592470970062,7,0.0382,322.76,16,23104,330,315,0.58,0.85,2692,3067,123.93109431156277,44305366.21638369,7358485.629934962,224625108.43970752,-172961256.59338886,-0.017296125659338885
20231026,0.02570280726632527,7,0.038,307.75,18.56,23111,317.5,297.5,0.68,0.85,3020,1239,129.97562956945572,49715678.31031681,7323902.384741216,0,57039580.695058025,0.0057039580695058024
20231102,0.026021322658095467,7,0.0382,315.16,18.79,23112,325,305,0.24,0.37,189895,147671,126.91965985531158,19355248.12793502,7340207.105066877,9201675.339510739,17493779.893491156,0.0017493779893491157
20231109,0.02431795773688964,7,0.0383,325.29,17.56,23113,335,315,0.47,0.44,6275,4351,122.96719849980018,27975037.658704538,7365753.719441914,0,35340791.378146455,0.0035340791378146454
20231116,0.023874805887470235,7,0.0385,334.31,17.24,23114,342.5,325,0.52,0.62,1234,945,119.64942717836739,34100086.74583471,7408739.653090418,0,41508826.398925126,0.004150882639892513
20231123,0.021991410527437787,7,0.0393,336.91,15.88,23115,345,327.5,0.34,0.25,1013,752,118.72606927666142,17512095.218307562,7550185.14354673,0,25062280.361854292,0.0025062280361854293
20231130,0.020218803129760182,7,0.0395,338.43,14.6,23121,347.5,330,0.32,0.32,7291,2633,118.19283160476317,18910853.056762107,7589668.084575877,0,26500521.141337983,0.0026500521141337983
20231207,0.020163409148582757,7,0.039700000000000006,332.67,14.56,23122,340,325,0.55,0.66,161208,125843,120.23927615955752,36372381.038266145,7641391.464905573,39979559.3230524,4034213.1801193208,4.0342131801193205e-4
20231214,0.019803348270929493,7,0.0398,341.33,14.3,23123,350,332.5,0.27,0.33,4753,5319,117.18864442035567,17578296.663053356,7646294.00945295,0,25224590.672506306,0.0025224590672506307
20231221,0.020468076045058594,7,0.0404,348.78,14.78,23124,357.5,340,0.17,0.57,3839,2533,114.68547508458055,21216812.8906474,7764383.875850616,14048970.697861377,14932226.068636637,0.0014932226068636637
20231228,0.02291925971215966,7,0.0402,357.99,16.55,24011,367.5,347.5,0.72,0.33,1681,2148,111.73496466381742,29330428.224252075,7732201.595896725,0,37062629.820148796,0.0037062629820148797
20240104,0.025315049398083298,7,0.0401,348.07,18.28,24012,357.5,337.5,0.92,0.6,152396,134248,114.91941276180079,43669376.8494843,7723994.5043332875,0,51393371.35381759,0.005139337135381759
20240111,0.02325162359922421,7,0.0405,340.28,16.79,24013,350,330,0.75,0.41,6455,3475,117.55025273304338,34089573.29258258,7793601.079529993,84342306.33595876,-42459131.96384619,-0.004245913196384619
20240118,0.026741444413401993,7,0.0392,327.13,19.31,24014,337.5,317.5,0.45,0.51,1486,1077,122.27554794729924,29346131.507351816,7539870.078042786,0,36886001.5853946,0.00368860015853946
20240125,0.023639381467466185,7,0.038900000000000004,333.8,17.07,24021,342.5,325,0.6,0.51,1115,982,119.83223487118035,33253445.17675254,7485081.95375789,0,40738527.130510435,0.004073852713051044
20240201,0.023570138990994402,7,0.038900000000000004,342.41,17.02,24022,352.5,332.5,0.34,0.62,185854,107855,116.81901813615255,28036564.35267661,7481190.017734888,23071756.08189073,12445998.288520772,0.0012445998288520771
20240208,0.02440104870865578,7,0.038700000000000005,353.29,17.62,24023,362.5,342.5,0.65,0.54,611,423,113.2214328172323,33683376.263126604,7446917.333232003,0,41130293.596358605,0.004113029359635861
20240215,0.0248995945392526,7,0.038700000000000005,351.21,17.98,24024,360,340,0.78,0.31,169,207,113.89197346317019,31035562.768713877,7444952.147819301,0,38480514.91653318,0.003848051491653318
20240222,0.025619716294559135,7,0.038900000000000004,357.67,18.5,24025,367.5,347.5,0.69,0.68,120,81,111.83493164089803,38303464.087007575,7488849.4062216235,0,45792313.493229195,0.004579231349322919
20240229,0.02330701758040163,7,0.039,355.57,16.83,24031,365,345,0.4,0.37,633,818,112.4954298731614,21655370.25058357,7495649.0851463275,0,29151019.335729897,0.0029151019335729896
20240307,0.023888654382764597,7,0.039,356.82,17.25,24032,367.5,347.5,0.46,0.6,101547,71889,112.10133961100836,29706854.996917214,7501671.154559339,0,37208526.151476555,0.0037208526151476557
20240314,0.023445502533345194,7,0.0381,366.68,16.93,24033,377.5,357.5,0.36,0.54,985,1379,109.08694229300752,24544562.015926693,7324783.6566839665,0,31869345.67261066,0.003186934567261066
20240321,0.023431654038050843,7,0.0382,373.66,16.92,24034,382.5,362.5,0.74,0.56,381,1616,107.04918910239255,34790986.45827758,7351515.369257378,0,42142501.82753496,0.004214250182753496
20240328,0.023736320934526677,7,0.0375,373.22,17.14,24041,382.5,362.5,0.52,0.34,279,461,107.17539252987514,23042709.393923156,7208352.633468232,0,30251062.02739139,0.003025106202739139
20240404,0.024414897203950136,7,0.0374,375.61,17.63,24042,385,365,0.69,0.5,148460,85520,106.4934373419238,31681797.60922233,7195326.834559162,0,38877124.443781495,0.0038877124443781495
20240411,0.02505192798749052,7,0.0374,370.72,18.09,24043,382.5,360,0.46,0.84,2362,2413,107.89814415192058,35066896.84937419,7197754.831767579,25356063.87570127,16908587.8054405,0.0016908587805440501
20240418,0.02772468757930129,7,0.0371,359.06,20.02,24044,370,347.5,0.58,0.76,1700,139,111.4019940956943,37319668.02205759,7141621.692562544,0,44461289.714620136,0.004446128971462014
20240425,0.024954988520430033,7,0.0369,356.51,18.02,24051,367.5,347.5,0.62,0.68,166,154,112.19881630248801,36464615.29830861,7102517.288031653,0,43567132.58634026,0.004356713258634026
20240502,0.025121170463962308,7,0.0368,364.31,18.14,24052,375,355,0.43,0.65,111426,89785,109.79660179517444,29645082.4846971,7078456.365063174,0,36723538.84976027,0.003672353884976027
20240509,0.022794623254510454,7,0.037000000000000005,368.83,16.46,24053,377.5,360,0.67,0.47,1020,1332,108.45104790825042,30908548.65385137,7117822.778359857,0,38026371.43221123,0.0038026371432211227
20240516,0.02316853262745807,7,0.0365,374.6,16.73,24054,385,365,0.37,0.42,453,441,106.78056593699947,21089161.772557396,7014762.41324079,0,28103924.185798187,0.0028103924185798185
20240523,0.02175598610743373,7,0.037000000000000005,371.62,15.71,24055,380,362.5,0.5,0.33,529,867,107.6368333243636,22334642.914805446,7111738.828808041,102254991.65814571,-72808609.91453221,-0.007280860991453222
20240530,0.02007802315215893,6,0.0365,358.7,15.66,24061,367.5,350,0.68,0.48,326,294,111.5137998327293,32339001.951491505,6019403.401170895,0,38358405.3526624,0.00383584053526624
20240605,0.024634961235376306,8,0.0364,366.44,16.64,24062,377.5,355,0.67,0.6,117356,90354,109.15838882218098,34657788.451042466,8005732.460265598,0,42663520.911308065,0.004266352091130806
20240613,0.02409638181217994,7,0.0364,374.75,17.4,24063,385,365,0.35,0.48,229,995,106.7378252168112,22148098.732488327,6996283.111115173,0,29144381.8436035,0.00291443818436035
20240620,0.02261459281568382,7,0.0366,384.78,16.33,24064,395,375,0.36,0.56,1035,244,103.95550704298562,23909766.619886693,7035960.773172644,0,30945727.393059336,0.0030945727393059336
20240627,0.023182381122752425,7,0.0364,382.27,16.74,24071,392.5,372.5,0.36,0.61,631,50,104.6380830303189,25374735.134852335,6998535.568527014,0,32373270.703379348,0.0032373270703379346
20240704,0.021534410182724027,7,0.0366,388.53,15.55,24072,397.5,380,1.13,0.8,94933,69679,102.95215298689935,49674413.81617893,7054045.437862205,26252799.011658866,30475660.24238227,0.003047566024238227
20240711,0.022268380433324908,7,0.0365,398.52,16.08,24073,407.5,387.5,0.58,0.43,564,1845,100.37137408411121,25343771.95623808,7017740.640369366,0,32361512.596607447,0.0032361512596607448
20240718,0.022891562721570943,7,0.0363,389,16.53,24074,400,380,0.36,0.77,670,632,102.82776349614396,29048843.187660664,6981866.605627355,224678663.2390748,-188647953.44578677,-0.018864795344578678
20240725,0.024124078802768657,7,0.0361,371.26,17.42,24081,382.5,360,0.72,0.6,192,170,107.74120562409094,35554597.855950005,6947903.142132051,0,42502500.99808206,0.004250250099808206
20240801,0.02424871526041786,7,0.036000000000000004,380.54,17.51,24082,390,370,0.8,0.58,119769,82536,105.11378567299101,36264256.057181895,6929146.82883948,612287801.5451729,-569094398.6591516,-0.05690943986591516
20240808,0.03868160654537899,6,0.0359,346.7,30.17,24083,362.5,332.5,0.61,1.77,116,11,115.37352177675224,68647245.45716758,5941881.141565682,0,74589126.59873326,0.007458912659873326
20240814,0.034998226178142786,8,0.0358,360.39,23.64,24084,375,347.5,0.29,1,260,54,110.99087100086018,35794555.89777741,7874661.8104359545,0,43669217.70821336,0.004366921770821336
20240822,0.029331113033446616,7,0.0357,369.1,21.18,24085,380,357.5,0.56,1,12,161,108.37171498238959,42264968.84313194,6875512.3718189,0,49140481.21495084,0.004914048121495084
20240829,0.026838383880462488,7,0.0356,360.1,19.38,24091,370,350,1.1,0.79,214,205,111.08025548458761,52485420.71646765,6863231.142034366,113301860.59427892,-53953208.7357769,-0.0053953208735776905
20240905,0.036061481746503775,7,0.0354,345.92,26.04,24092,360,332.5,0.66,1.89,88010,46478,115.63367252543941,73716466.23496762,6839087.507761712,0,80555553.74272934,0.008055555374272933
20240912,0.04712086005215519,14,0.0355,343.85,24.06,24102,362.5,327.5,1.12,2.55,5016,2331,116.32979496873637,106732586.88381562,13761770.125154126,0,120494357.00896974,0.012049435700896973
20240926,0.030655525770633466,6,0.0356,356.44,23.91,24101,367.5,345,1.3,1.27,52,44,112.2208506340478,72101896.53237572,5894249.2194501795,120076310.1784304,-42080164.426604494,-0.004208016442660449
20241002,0.03766306573485416,8,0.0355,340.72,25.44,24102,355,327.5,0.85,1.21,133312,66990,117.3984503404555,60460201.92533458,7827864.924237795,0,68288066.84957238,0.006828806684957237
20241010,0.03547984494414081,7,0.0355,345.21,25.62,24103,357.5,332.5,0.41,0.58,729,141,115.87149850815446,28678195.88076823,6827743.922401016,0,35505939.80316924,0.0035505939803169243
20241017,0.029981992312281363,7,0.0353,347.73,21.65,24104,360,335,0.34,0.33,586,366,115.03177752854225,19267822.736030824,6782907.065748146,0,26050729.801778972,0.002605072980177897
20241024,0.029829658864043443,7,0.0349,342.88,21.54,24105,355,332.5,0.31,0.57,155,282,116.65888940737284,25664955.669622023,6710328.626493393,0,32375284.296115417,0.0032375284296115416
20241031,0.0298435073593378,7,0.0344,339.32,21.55,24111,350,327.5,1.11,1.17,133,47,117.88282447247437,67193209.9493104,6641589.383440531,0,73834799.33275093,0.007383479933275093
20241107,0.02869408224990623,7,0.0342,340.87,20.72,24112,352.5,330,0.33,0.66,75861,60086,117.34678909848328,29043330.30187461,6577953.351436352,360841376.47783643,-325220092.8245255,-0.032522009282452545
20241114,0.034427359301769725,7,0.034,317.7,24.86,24113,330,305,0.43,0.74,329,165,125.90494176896443,36827195.46742209,6544561.294578759,0,43371756.76200085,0.004337175676200085
20241121,0.02760005112165208,7,0.0344,329.49,19.93,24114,340,320,0.37,0.53,115,201,121.39973899056116,27314941.272876263,6615280.651667147,0,33930221.92454341,0.003393022192454341
20241128,0.025204261435728445,7,0.034,331.45,18.2,24121,340,322.5,0.34,0.43,288,201,120.68185246643536,23231256.599788807,6535695.997454109,0,29766952.597242914,0.0029766952597242912
20241205,0.029552688958156322,7,0.034100000000000005,323.87,21.34,24122,335,312.5,0.44,0.91,65452,51417,123.50634513848149,41683391.48423751,6566985.823417227,0,48250377.30765473,0.004825037730765473
20241212,0.028527900306373956,7,0.0335,329.04,20.6,24123,340,317.5,0.42,0.78,190,196,121.56576707999027,36469730.123997085,6448088.086887882,0,42917818.210884966,0.004291781821088496
20241219,0.024871897548663896,7,0.0334,322.38,17.96,24124,332.5,312.5,0.29,0.74,343,137,124.07717600347416,31949872.8208946,6425944.877439794,NA,6425944.877439794,6.425944877439794e-4
